cash_change,cost_basis,date,price,realized_pnl,shares,ticker,type
-326.7058439438459,,2022-01-03,30.013579037475584,,10.885267749504786,NVDA,buy
-326.7058439438459,,2022-01-03,62.369781108474726,,5.238207319913995,COP,buy
-326.7058439438459,,2022-01-03,45.1177610546112,,7.241180331364323,WFC,buy
-326.7058439438459,,2022-01-03,143.7253389968872,,2.2731262714288794,GOOGL,buy
-326.7058439438459,,2022-01-03,232.92872890167234,,1.402600037721239,LOW,buy
-326.7058439438459,,2022-01-03,361.7444380187988,,0.9031399231268012,HD,buy
-326.7058439438459,,2022-01-03,54.07895885696411,,6.041274662997211,XOM,buy
-326.7058439438459,,2022-01-03,322.0818059020996,,1.014356719184417,MSFT,buy
-326.7058439438459,,2022-01-03,41.0846129825592,,7.952024376681741,BAC,buy
-326.7058439438459,,2022-01-03,260.69795539855954,,1.2531968018098658,LLY,buy
-326.7058439438459,,2022-01-03,43.89242424354553,,7.443331043440569,PFE,buy
-326.7058439438459,,2022-01-03,352.30860782165524,,0.9273285883188811,GS,buy
-326.7058439438459,,2022-01-03,400.20661492614744,,0.8163429382698607,TSLA,buy
-326.7058439438459,,2022-01-03,82.51405641098022,,3.959396230826568,ORCL,buy
-326.7058439438459,,2022-01-03,98.79468621292114,,3.306917167991539,CVX,buy
-326.7058439438459,,2022-01-03,538.3009245056152,,0.6069204585593052,COST,buy
-326.7058439438459,,2022-01-03,28.5433294675827,,11.44596128194831,SLB,buy
-326.70584394384593,,2022-01-03,158.79564951171875,,2.0573979510675184,AXP,buy
-326.7058439438458,,2022-01-03,61.15070096282958,,5.342634488236428,AVGO,buy
-326.7058439438459,,2022-01-03,143.64544912872313,,2.2743904935761607,JPM,buy
-326.7058439438459,,2022-01-03,811.8818846191406,,0.4024056332986243,BLK,buy
-326.7058439438459,,2022-01-03,55.3294139465332,,5.904740727229706,CSCO,buy
-326.7058439438459,,2022-01-03,460.69994992675777,,0.7091510298531304,UNH,buy
-326.7058439438459,,2022-01-03,177.9108579559326,,1.8363457278406743,AAPL,buy
-326.70584394384593,,2022-01-03,46.81131326560974,,6.979206972684158,USB,buy
-326.7058439438459,,2022-01-03,169.49403585357663,,1.9275359295006826,UPS,buy
-326.7058439438459,,2022-01-03,166.5625724227905,,1.9614601239140277,TXN,buy
-326.70584394384593,,2022-01-03,167.77502943572998,,1.947285272681165,QCOM,buy
-326.7058439438459,,2022-01-03,240.54274333801268,,1.3582028682725884,MCD,buy
-326.7058439438459,,2022-01-03,126.73122029495238,,2.577942855623701,ABT,buy
120.51567629871201,62.369781108474726,2022-04-01,85.59986630630493,32.70553505393735,1.4078956136154073,COP,sell
-38.55384676705791,,2022-04-01,26.621271543502807,,1.448234608330246,NVDA,buy
126.08432995678527,98.79468621292114,2022-04-01,137.27543717193603,35.34368420786352,0.9184769872476601,CVX,sell
103.6402024631464,54.07895885696411,2022-04-01,71.42770301055909,25.172689037670864,1.4509804752901738,XOM,sell
3.977434730461066,538.3009245056152,2022-04-01,546.7794008605957,0.06167493922158629,0.007274295125604291,COST,sell
102.25395884447619,28.5433294675827,2022-04-01,37.57903056106567,24.58648331128728,2.721037698892051,SLB,sell
24.98280400603452,260.69795539855954,2022-04-01,281.5654919219971,1.8515393043911494,0.088728216783595,LLY,sell
-28.66327047268543,,2022-04-01,40.26023337249755,,0.7119499335109616,PFE,buy
6.056592281259808,460.69994992675777,2022-04-01,470.88807347717284,0.13104029159268205,0.012862063454986639,UNH,sell
-15.050432041999567,,2022-04-01,170.6013625640869,,0.0882198818098292,AAPL,buy
-13.22815492977709,,2022-04-01,43.5157455001831,,0.30398548336306064,WFC,buy
-9.827464365500763,,2022-04-01,165.24000726013182,,0.05947388001520548,UPS,buy
36.0592488454999,158.79564951171875,2022-04-01,176.89014350738526,3.6885823527860992,0.20385109159004333,AXP,sell
-32.99446115113484,,2022-04-01,361.7830697784424,,0.09119957208429019,TSLA,buy
-17.438025937131528,,2022-04-01,58.19142037467956,,0.29966661450867793,AVGO,buy
-328.33351535035854,,2022-04-01,55.18980899772644,,5.949169263547992,KO,buy
-12.535735778191704,,2022-04-01,138.9266331314087,,0.09023277607493974,GOOGL,buy
-69.3634809443103,,2022-04-01,132.99029065704346,,0.5215680077215972,QCOM,buy
-25.72451019790423,,2022-04-01,298.3260222259521,,0.08622952166881537,MSFT,buy
-68.68290799828301,,2022-04-01,185.12091855773923,,0.3710164606646591,LOW,buy
-38.72615156884835,,2022-04-01,49.04658428878784,,0.7895789713066979,CSCO,buy
-22.387215544592156,,2022-04-01,77.2709478843689,,0.2897235786222425,ORCL,buy
36.65363998273736,54.07895885696411,2022-07-01,76.00521550140381,10.573973271604657,0.48225164208711924,XOM,sell
-30.882379277630996,,2022-07-01,32.296868727111814,,0.9562035112000373,SLB,buy
23.058553177906802,43.89242424354553,2022-07-01,41.11338568153381,-1.5586312682193615,0.5608526954340229,PFE,sell
52.76130342872282,260.69795539855954,2022-07-01,313.44251540222166,8.878411822967301,0.1683284839678416,LLY,sell
-60.36282533268703,,2022-07-01,44.71708633880615,,1.349882791453326,AVGO,buy
19.898432955203962,460.69994992675777,2022-07-01,477.00180234375,0.6800421209548908,0.041715634736457896,UNH,sell
25.94208278926165,55.18980899772644,2022-07-01,56.84402759056091,0.7549408003941949,0.45637305956077956,KO,sell
-35.117812915610614,,2022-07-01,462.8600913391113,,0.07587133471371543,COST,buy
-1.5380618059626447,,2022-07-01,229.07625683593747,,0.006714191279387771,MCD,buy
-23.792393184736813,,2022-07-01,162.8749495574951,,0.14607767031932717,LOW,buy
22.301582270600267,54.07895885696411,2022-10-03,80.57429578857422,7.333454553770572,0.27678283815373694,XOM,sell
61.06039905695368,62.369781108474726,2022-10-03,96.5356034500122,21.610459475332547,0.6325168836653288,COP,sell
-0.49722084224660057,,2022-10-03,129.22086923980712,,0.0038478370032000164,CVX,buy
1.5024131576505386,260.69795539855954,2022-10-03,311.40545967407223,0.24464446350711921,0.004824620477826613,LLY,sell
3.367218907556101,460.69994992675777,2022-10-03,476.7506660064697,0.11336381575749588,0.007062850977769597,UNH,sell
28.29016922836704,28.5433294675827,2022-10-03,34.80908977432251,5.0923313585985355,0.8127236136245006,SLB,sell
-31.999316050378994,,2022-10-03,50.45412405319213,,0.6342259755940498,KO,buy
-1.1013697189340974,,2022-10-03,455.99435729064936,,0.002415314359322407,COST,buy
