cash_change,close_price,collateral,cost,cost_basis,date,expiry,premium,premium_collected,price,realized_pnl,reason,shares,strike,ticker,type
15.105747489027843,,,,,2020-03-10,2020-04-12,15.105747489027843,,,,,,4.957937107086182,F,write_cc
-3.1699996601806335,3.1699996601806335,,,,2020-03-12,2020-04-04,,15.398648349452149,,12.228648689271516,,,19.497410430908204,T,btc_call
-3.693377582932089,3.693377582932089,,,,2020-03-12,2020-04-04,,17.27120841592784,,13.577830832995751,,,25.846540603637695,PFE,btc_call
-14.302251341067462,14.302251341067462,,,,2020-03-12,2020-04-08,,47.367181165627684,,33.064929824560224,,,23.737472534179688,BAC,btc_call
-3.496067440906181,3.496067440906181,,,,2020-03-12,2020-04-12,,15.105747489027843,,11.609680048121662,,,4.957937107086182,F,btc_call
16.822774605457134,,,,,2020-03-12,2020-04-14,16.822774605457134,,,,,,4.237213983535767,F,write_cc
53.25362274314873,,,,,2020-03-12,2020-04-14,53.25362274314873,,,,,,16.429633483886718,T,write_cc
60.62032743723549,,,,,2020-03-12,2020-04-14,60.62032743723549,,,,,,22.245215377807618,PFE,write_cc
107.67429523466276,,,,,2020-03-12,2020-04-14,107.67429523466276,,,,,,18.93642791748047,BAC,write_cc
31.267540601502652,,400.0,,,2020-03-12,2020-04-10,31.267540601502652,,,,,,4.0,F,write_csp
-446.10446953719617,,,,,2020-03-12,,,,34.988155364990234,,,12.750156871190077,,GE,buy_directional
,,,,,2020-04-13,2020-04-10,,,,31.267540601502652,,,4.0,F,expire_put
,,,,,2020-04-14,2020-04-14,,,,16.822774605457134,,,4.237213983535767,F,expire_call
,,,,,2020-04-14,2020-04-14,,,,53.25362274314873,,,16.429633483886718,T,expire_call
2224.5215377807617,,,,26.440689086914062,2020-04-14,,,,22.245215377807618,-419.54737091064453,,100,,PFE,sell_lot
,,,,,2020-04-14,2020-04-14,,,,,,,22.245215377807618,PFE,assign_call
1893.6427917480469,,,,29.646381378173828,2020-04-14,,,,18.93642791748047,-1070.995346069336,,100,,BAC,sell_lot
,,,,,2020-04-14,2020-04-14,,,,,,,18.93642791748047,BAC,assign_call
-387.9345893859863,,,,,2020-04-14,,,,3.8793458938598633,,,100,,F,buy_lot
-1546.9587326049805,,,,,2020-04-14,,,,15.469587326049805,,,100,,T,buy_lot
-2028.646469116211,,,,,2020-04-14,,,,20.28646469116211,,,100,,BAC,buy_lot
43.278045816329815,,,,,2020-04-14,2020-05-17,43.278045816329815,,,,,,4.1896935653686525,F,write_cc
94.49622601865366,,,,,2020-04-14,2020-05-17,94.49622601865366,,,,,,16.70715431213379,T,write_cc
213.20762728191198,,,,,2020-04-14,2020-05-17,213.20762728191198,,,,,,21.909381866455078,BAC,write_cc
32.61814312635283,,350.0,,,2020-04-14,2020-05-13,32.61814312635283,,,,,,3.5,F,write_csp
-34.533158519544486,34.533158519544486,,,,2020-04-21,2020-05-17,,94.49622601865366,,59.96306749910917,,,16.70715431213379,T,btc_call
-81.46093995989307,81.46093995989307,,,,2020-04-21,2020-05-17,,213.20762728191198,,131.74668732201891,,,21.909381866455078,BAC,btc_call
62.63190766517681,,,,,2020-04-21,2020-05-24,62.63190766517681,,,,,,16.03092555999756,T,write_cc
158.4155442049207,,,,,2020-04-21,2020-05-24,158.4155442049207,,,,,,19.979734268188476,BAC,write_cc
-15.91998711304533,15.91998711304533,,,,2020-04-22,2020-05-17,,43.278045816329815,,27.358058703284485,,,4.1896935653686525,F,btc_call
32.763262511460134,,,,,2020-04-22,2020-05-25,32.763262511460134,,,,,,3.777852516174317,F,write_cc
-10.072230309037478,10.072230309037478,,,,2020-04-27,2020-05-13,,32.61814312635283,,22.545912817315347,,,3.5,F,btc_put
35.01182285732134,,400.0,,,2020-04-28,2020-05-27,35.01182285732134,,,,,,4.0,F,write_csp
-19.40844593316191,19.40844593316191,,,,2020-05-04,2020-05-24,,62.63190766517681,,43.2234617320149,,,16.03092555999756,T,btc_call
37.48013183178989,,,,,2020-05-04,2020-06-06,37.48013183178989,,,,,,15.886016235351564,T,write_cc
-11.351698813217137,11.351698813217137,,,,2020-05-06,2020-05-25,,32.763262511460134,,21.411563698242997,,,3.777852516174317,F,btc_call
-13.936193175281453,13.936193175281453,,,,2020-05-06,2020-06-06,,37.48013183178989,,23.543938656508438,,,15.886016235351564,T,btc_call
23.48424124764601,,,,,2020-05-06,2020-06-08,23.48424124764601,,,,,,15.45129650115967,T,write_cc
20.80455302596791,,,,,2020-05-08,2020-06-10,20.80455302596791,,,,,,4.0,F,write_cc
-57.84713028259114,57.84713028259114,,,,2020-05-11,2020-05-24,,158.4155442049207,,100.56841392232957,,,19.979734268188476,BAC,btc_call
78.29611213580287,,,,,2020-05-11,2020-06-13,78.29611213580287,,,,,,20.8476123046875,BAC,write_cc
-5.569766184837189,5.569766184837189,,,,2020-05-13,2020-06-10,,20.80455302596791,,15.23478684113072,,,4.0,F,btc_call
-9.225843679538759,9.225843679538759,,,,2020-05-15,2020-06-08,,23.48424124764601,,14.258397568107252,,,15.45129650115967,T,btc_call
19.459450421123627,,,,,2020-05-15,2020-06-17,19.459450421123627,,,,,,15.193688049316407,T,write_cc
16.522183014152446,,,,,2020-05-18,2020-06-20,16.522183014152446,,,,,,4.2055331897735595,F,write_cc
-11.706720228544821,11.706720228544821,,,,2020-05-20,2020-05-27,,35.01182285732134,,23.30510262877652,,,4.0,F,btc_put
25.08803306292564,,400.0,,,2020-05-20,2020-06-18,25.08803306292564,,,,,,4.0,F,write_csp
-8.072012736215328,8.072012736215328,,,,2020-05-27,2020-06-18,,25.08803306292564,,17.01602032671031,,,4.0,F,btc_put
32.490178583976494,,450.0,,,2020-05-27,2020-06-25,32.490178583976494,,,,,,4.5,F,write_csp
-12.731223242822365,12.731223242822365,,,,2020-06-04,2020-06-25,,32.490178583976494,,19.758955341154127,,,4.5,F,btc_put
-372.77257463933324,372.77257463933324,,,,2020-06-08,2020-06-13,,78.29611213580287,,-294.47646250353034,,,20.8476123046875,BAC,btc_call
107.4387523701196,,,,,2020-06-08,2020-07-11,107.4387523701196,,,,,,26.534118576049806,BAC,write_cc
-82.31394557487289,82.31394557487289,,,,2020-06-10,2020-06-17,,19.459450421123627,,-62.85449515374926,,,15.193688049316407,T,btc_call
19.32009439422675,,,,,2020-06-10,2020-07-13,19.32009439422675,,,,,,17.249209098815918,T,write_cc
-28.219210553889653,28.219210553889653,,,,2020-06-11,2020-07-11,,107.4387523701196,,79.21954181622995,,,26.534118576049806,BAC,btc_call
118.7690275437019,,,,,2020-06-11,2020-07-14,118.7690275437019,,,,,,22.248119888305666,BAC,write_cc
40.286777747245004,,450.0,,,2020-06-11,2020-07-10,40.286777747245004,,,,,,4.5,F,write_csp
-57.61308328042598,57.61308328042598,,,,2020-06-15,2020-06-20,,16.522183014152446,,-41.090900266273536,,,4.2055331897735595,F,btc_call
34.189701411188,,,,,2020-06-15,2020-07-18,34.189701411188,,,,,,5.0,F,write_cc
-5.014014141252954,5.014014141252954,,,,2020-06-17,2020-07-13,,19.32009439422675,,14.306080252973796,,,17.249209098815918,T,btc_call
22.96286934815508,,,,,2020-06-17,2020-07-20,22.96286934815508,,,,,,16.240231590270998,T,write_cc
-12.52080528118289,12.52080528118289,,,,2020-06-24,2020-07-18,,34.189701411188,,21.66889613000511,,,5.0,F,btc_call
-8.29839559160721,8.29839559160721,,,,2020-06-24,2020-07-20,,22.96286934815508,,14.66447375654787,,,16.240231590270998,T,btc_call
25.481498719118044,,,,,2020-06-24,2020-07-27,25.481498719118044,,,,,,4.71241533279419,F,write_cc
19.874853153091365,,,,,2020-06-24,2020-07-27,19.874853153091365,,,,,,15.789415512084963,T,write_cc
-38.47121317988211,38.47121317988211,,,,2020-06-26,2020-07-14,,118.7690275437019,,80.29781436381978,,,22.248119888305666,BAC,btc_call
93.16523378829729,,,,,2020-06-26,2020-07-29,93.16523378829729,,,,,,21.522946014404297,BAC,write_cc
-10.999046335068051,10.999046335068051,,,,2020-07-06,2020-07-10,,40.286777747245004,,29.287731412176953,,,4.5,F,btc_put
32.678258961528606,,450.0,,,2020-07-06,2020-08-04,32.678258961528606,,,,,,4.5,F,write_csp
-6.220435330286589,6.220435330286589,,,,2020-07-09,2020-07-27,,25.481498719118044,,19.261063388831452,,,4.71241533279419,F,btc_call
18.370400740448932,,,,,2020-07-09,2020-08-11,18.370400740448932,,,,,,4.5,F,write_cc
