cash_change,close_price,collateral,cost,cost_basis,date,expiry,premium,premium_collected,price,realized_pnl,reason,shares,strike,ticker,type
-3.6372648602676305,3.6372648602676305,,,,2020-02-25,2020-03-08,,17.392755752725986,,13.755490892458354,,,19.0,T,btc_call
18.715381532293996,,,,,2020-02-25,2020-03-29,18.715381532293996,,,,,,5.5,F,write_cc
15.316597658928988,,,,,2020-02-25,2020-03-29,15.316597658928988,,,,,,19.0,T,write_cc
43.09684077189351,,,,,2020-02-25,2020-03-29,43.09684077189351,,,,,,28,BAC,write_cc
-8.526420548991931,8.526420548991931,,,,2020-02-27,2020-03-28,,25.179510878052813,,16.65309032906088,,,25.0,PFE,btc_call
-5.687472674065219,5.687472674065219,,,,2020-02-27,2020-03-29,,15.316597658928988,,9.629124984863768,,,19.0,T,btc_call
-14.622806716094727,14.622806716094727,,,,2020-02-27,2020-03-29,,43.09684077189351,,28.474034055798782,,,28,BAC,btc_call
24.611304584280536,,,,,2020-02-27,2020-03-31,24.611304584280536,,,,,,18.0,T,write_cc
18.386873382421864,,,,,2020-02-27,2020-03-31,18.386873382421864,,,,,,24.5,PFE,write_cc
55.129825062480364,,,,,2020-02-27,2020-03-31,55.129825062480364,,,,,,26,BAC,write_cc
-6.042238369927533,6.042238369927533,,,,2020-03-05,2020-03-29,,18.715381532293996,,12.673143162366463,,,5.5,F,btc_call
-19.522050255800316,19.522050255800316,,,,2020-03-05,2020-03-31,,55.129825062480364,,35.60777480668005,,,26,BAC,btc_call
20.770256582986747,,,,,2020-03-05,2020-04-07,20.770256582986747,,,,,,5.090962734222412,F,write_cc
74.71318757052252,,,,,2020-03-05,2020-04-07,74.71318757052252,,,,,,24.0,BAC,write_cc
-7.998867084763073,7.998867084763073,,,,2020-03-06,2020-04-07,,20.770256582986747,,12.771389498223673,,,5.090962734222412,F,btc_call
