date,always_on_equity,vix_gated_equity
2022-04-18,12100.224559783936,11876.992832183838
2022-04-19,12155.489604949951,11932.257877349854
2022-04-20,12233.561580657959,12010.329853057861
2022-04-21,12255.492275238037,12032.26054763794
2022-04-22,12171.279399871826,11948.047672271729
2022-04-25,12231.807201385498,12008.5754737854
2022-04-26,12153.734844207764,11930.503116607666
2022-04-27,12198.472469329834,11975.240741729736
2022-04-28,12253.738277435303,12030.506549835205
2022-04-29,12115.136974334717,11891.90524673462
2022-05-02,12012.500637054443,11789.268909454346
2022-05-03,11980.920665740967,11757.68893814087
2022-05-04,12151.980464935303,11928.748737335205
2022-05-05,12106.364696502686,11883.132968902588
2022-05-06,12126.539485931396,11903.307758331299
2022-05-09,12115.136974334717,11891.90524673462
2022-05-10,12062.503688812256,11839.271961212158
2022-05-11,12088.818996429443,11865.587268829346
2022-05-12,12106.364696502686,11883.132968902588
2022-05-13,12212.509029388428,11989.27730178833
2022-05-16,12233.561580657959,12010.329853057861
2022-05-17,12217.77102279663,11994.539295196533
2022-05-18,11816.00329208374,11592.771564483643
2022-05-19,11710.735958099365,11487.504230499268
2022-05-20,11796.70397567749,11573.472248077393
2022-05-23,11961.621349334717,11738.38962173462
2022-05-24,12063.379543304443,11840.147815704346
2022-05-25,12067.766445159912,11844.534717559814
2022-05-26,12087.941997528076,11864.710269927979
2022-05-27,12121.276348114014,11898.044620513916
2022-05-30,6447.379558563232,6224.147830963135
2022-05-31,12007.238262176514,11784.006534576416
2022-06-01,12035.36992263794,11812.138195037842
2022-06-02,12093.267108917236,11870.035381317139
2022-06-03,12026.597644805908,11803.36591720581
2022-06-06,12017.82612991333,11794.594402313232
2022-06-07,12051.160099029541,11827.928371429443
2022-06-08,12019.580127716064,11796.348400115967
2022-06-09,11923.962833404541,11700.731105804443
2022-06-10,11889.750720977783,11666.518993377686
2022-06-13,11883.610584259033,11660.378856658936
2022-06-14,11736.05466079712,11512.822933197021
2022-06-15,11774.931385040283,11551.699657440186
2022-06-16,11721.918537139893,11498.686809539795
2022-06-17,11753.726627349854,11530.494899749756
2022-06-20,6502.706195831299,6279.474468231201
2022-06-21,11865.938617706299,11642.706890106201
2022-06-22,11905.698825836182,11682.467098236084
2022-06-23,11970.198490142822,11746.966762542725
2022-06-24,12072.693302154541,11849.461574554443
2022-06-27,12061.206104278564,11837.974376678467
2022-06-28,12005.541660308838,11782.30993270874
2022-06-29,12045.302249908447,11822.07052230835
2022-06-30,12061.206104278564,11837.974376678467
2022-07-01,12247.97505569458,12024.743328094482
2022-07-04,6559.590045928955,6336.358318328857
2022-07-05,12150.7815284729,11927.549800872803
2022-07-06,12162.268726348877,11939.03699874878
2022-07-07,12118.08995437622,11894.858226776123
2022-07-08,12138.411991119385,11915.180263519287
2022-07-11,12120.741550445557,11897.509822845459
2022-07-12,12096.885196685791,11873.653469085693
2022-07-13,12071.261875152588,11848.03014755249
2022-07-14,12053.590671539307,11830.358943939209
2022-07-15,12081.86406326294,11858.632335662842
2022-07-18,12006.761447906494,11783.529720306396
2022-07-19,12084.515277862549,11861.283550262451
2022-07-20,11993.508045196533,11770.276317596436
2022-07-21,11981.138126373291,11757.906398773193
2022-07-22,12001.459400177002,11778.227672576904
2022-07-25,12054.473773956299,11831.242046356201
2022-07-26,12144.597522735596,11921.365795135498
2022-07-27,12126.925937652588,11903.69421005249
2022-07-28,12219.700519561768,11996.46879196167
2022-07-29,12229.4192237854,12006.187496185303
2022-08-01,12317.35136795044,12037.112102508545
2022-08-02,12239.598300933838,11959.359035491943
2022-08-03,12264.338138580322,11984.098873138428
2022-08-04,12242.248752593994,11962.0094871521
2022-08-05,12216.62657546997,11936.387310028076
2022-08-08,12180.399158477783,11900.159893035889
2022-08-09,12187.467792510986,11907.228527069092
2022-08-10,12240.481784820557,11960.242519378662
2022-08-11,12202.488162994385,11922.24889755249
2022-08-12,12244.899585723877,11964.660320281982
2022-08-15,12315.584400177002,12035.345134735107
2022-08-16,12362.413242340088,12082.173976898193
2022-08-17,12349.16060256958,12068.921337127686
2022-08-18,12379.20096206665,12098.961696624756
2022-08-19,12374.78316116333,12094.543895721436
2022-08-22,12289.077213287354,12008.837947845459
2022-08-23,12295.261981964111,12015.022716522217
2022-08-24,12303.215244293213,12022.975978851318
2022-08-25,12330.605152130127,12050.365886688232
2022-08-26,12192.768695831299,11912.529430389404
2022-08-29,12159.1936378479,11878.954372406006
2022-08-30,12107.946994781494,11827.7077293396
2022-08-31,12069.07027053833,11788.831005096436
2022-09-01,12149.475322723389,11814.455089569092
2022-09-02,12074.371181488037,11739.35094833374
2022-09-05,6671.378551483154,6336.358318328857
2022-09-06,12077.022396087646,11796.058601379395
2022-09-07,12176.865230560303,11895.90143585205
2022-09-08,12160.07751083374,11879.113716125488
2022-09-09,12177.748332977295,11896.784538269043
2022-09-12,12193.652568817139,11912.688774108887
2022-09-13,12014.289318084717,11733.325523376465
2022-09-14,12042.563472747803,11761.59967803955
2022-09-15,11969.583736419678,11688.619941711426
2022-09-16,11970.473705291748,11689.509910583496
2022-09-19,12010.523830413818,11729.560035705566
2022-09-20,12002.512966156006,11721.549171447754
2022-09-21,11958.012615203857,11677.048820495605
2022-09-22,11945.551906585693,11664.588111877441
2022-09-23,11886.81205368042,11605.848258972168
2022-09-26,11821.842037200928,11540.878242492676
2022-09-27,11689.23133468628,11408.267539978027
2022-09-28,11742.63137435913,11461.667579650879
2022-09-29,11706.141124725342,11425.17733001709
2022-09-30,11657.190929412842,11376.22713470459
2022-10-03,11713.26125717163,11432.297462463379
2022-10-04,11724.831615447998,11443.867820739746
2022-10-05,11676.771007537842,11395.80721282959
2022-10-06,11569.080577850342,11288.11678314209
2022-10-07,11522.799907684326,11241.836112976074
2022-10-10,11512.120281219482,11231.15648651123
2022-10-11,11520.130382537842,11239.16658782959
2022-10-12,11578.870998382568,11297.907203674316
2022-10-13,11643.840633392334,11362.876838684082
2022-10-14,11564.630352020264,11283.666557312012
2022-10-17,11627.820812225342,11346.85701751709
2022-10-18,11694.571147918701,11413.60735321045
2022-10-19,11651.850353240967,11370.886558532715
2022-10-20,11573.53080368042,11292.567008972168
2022-10-21,11651.850353240967,11370.886558532715
2022-10-24,11795.141826629639,11514.178031921387
2022-10-25,11917.962490081787,11636.998695373535
2022-10-26,11957.12340927124,11676.159614562988
2022-10-27,11969.583736419678,11688.619941711426
2022-10-28,12079.054103851318,11798.090309143066
2022-10-31,11998.062740325928,11717.098945617676
2022-11-01,12032.452571868896,11698.408836364746
2022-11-02,11958.581722259521,11624.537986755371
2022-11-03,11955.91181564331,11621.86808013916
2022-11-04,11998.631847381592,11664.588111877441
2022-11-07,12019.103420257568,11685.059684753418
2022-11-08,12028.892696380615,11694.848960876465
2022-11-09,11955.023372650146,11620.979637145996
2022-11-10,12142.814052581787,11808.770317077637
2022-11-11,12181.974208831787,11847.930473327637
2022-11-14,12129.463375091553,11795.419639587402
2022-11-15,12120.562923431396,11786.519187927246
2022-11-16,12110.774028778076,11776.730293273926
2022-11-17,12127.684200286865,11793.640464782715
2022-11-18,12165.954006195068,11831.910270690918
2022-11-21,12249.614513397217,11915.570777893066
2022-11-22,12273.644817352295,11939.601081848145
2022-11-23,12298.565090179443,11964.521354675293
2022-11-24,6724.458492279053,6390.414756774902
2022-11-25,12303.904903411865,11969.861167907715
2022-11-28,12304.794872283936,11970.751136779785
2022-11-29,12285.215175628662,11951.171440124512
2022-11-30,12425.936305999756,12091.892570495605
2022-12-01,12499.246688842773,12108.026832580566
2022-12-02,12549.44009399414,12158.220237731934
2022-12-05,12470.563217163086,12079.343360900879
2022-12-06,12467.874618530273,12076.654762268066
2022-12-07,12476.838012695312,12085.618156433105
2022-12-08,12501.03921508789,12109.819358825684
2022-12-09,12440.985580444336,12049.765724182129
2022-12-12,12515.379425048828,12124.159568786621
2022-12-13,12517.172714233398,12125.952857971191
2022-12-14,12517.172714233398,12125.952857971191
2022-12-15,12438.296981811523,12047.077125549316
2022-12-16,12406.029220581055,12014.809364318848
2022-12-19,12414.096542358398,12022.876686096191
2022-12-20,12409.614273071289,12018.394416809082
2022-12-21,12500.142379760742,12108.922523498535
2022-12-22,12458.911987304688,12067.69213104248
2022-12-23,12501.93490600586,12110.715049743652
2022-12-26,6781.634613037109,6390.414756774902
2022-12-27,12536.890884399414,12145.671028137207
2022-12-28,12479.526229858398,12088.306373596191
2022-12-29,12513.587280273438,12122.36742401123
2022-12-30,12483.112426757812,12091.892570495605
2023-01-02,6781.634613037109,6390.414756774902
2023-01-03,12423.955627441406,12032.7357711792
2023-01-04,12421.267028808594,12030.047172546387
2023-01-05,12356.731887817383,11965.512031555176
2023-01-06,12464.289184570312,12073.069328308105
2023-01-09,12393.480392456055,12002.260536193848
2023-01-10,12350.457092285156,11959.23723602295
2023-01-11,12339.701934814453,11948.482078552246
2023-01-12,12267.99592590332,11876.776069641113
2023-01-13,12287.715240478516,11896.495384216309
2023-01-16,6781.634613037109,6390.414756774902
2023-01-17,12310.122772216797,11918.90291595459
2023-01-18,12142.511840820312,11751.291984558105
2023-01-19,12134.444900512695,11743.225044250488
2023-01-20,12166.712280273438,11775.49242401123
2023-01-23,12180.157180786133,11788.937324523926
2023-01-24,12208.838363647461,11817.618507385254
2023-01-25,12242.898651123047,11851.67879486084
2023-01-26,12232.14387512207,11840.924018859863
2023-01-27,12203.462310791016,11812.242454528809
2023-01-30,12216.906066894531,11825.686210632324
2023-01-31,12277.855392456055,11886.635536193848
2023-02-01,12333.724174499512,11887.53313446045
2023-02-02,12239.609870910645,11793.418830871582
2023-02-03,12199.275932312012,11753.08489227295
2023-02-06,12229.749641418457,11783.558601379395
2023-02-07,12220.787391662598,11774.596351623535
2023-02-08,12189.41608428955,11743.225044250488
2023-02-09,12180.452690124512,11734.26165008545
2023-02-10,12180.452690124512,11734.26165008545
2023-02-13,12268.292579650879,11822.101539611816
2023-02-14,12177.7640914917,11731.573051452637
2023-02-15,12177.7640914917,11731.573051452637
2023-02-16,12144.600257873535,11698.409217834473
2023-02-17,12225.2681350708,11779.077095031738
2023-02-20,6836.605796813965,6390.414756774902
2023-02-21,12196.586570739746,11750.395530700684
2023-02-22,12212.720069885254,11766.529029846191
2023-02-23,12222.579917907715,11776.388877868652
2023-02-24,12200.170860290527,11753.979820251465
2023-02-27,12198.37947845459,11752.188438415527
2023-02-28,12170.593223571777,11724.402183532715
2023-03-01,12165.089763641357,11666.141456604004
2023-03-02,12242.173351287842,11743.225044250488
2023-03-03,12217.076076507568,11718.127769470215
2023-03-06,12299.536861419678,11800.588554382324
2023-03-07,12268.166316986084,11769.21800994873
2023-03-08,12270.855297088623,11771.90699005127
2023-03-09,12218.868984222412,11719.920677185059
2023-03-10,12196.460689544678,11697.512382507324
2023-03-13,12250.240291595459,11751.291984558105
2023-03-14,12269.958843231201,11771.010536193848
2023-03-15,12305.81203842163,11806.863731384277
2023-03-16,12335.617031097412,11836.668724060059
2023-03-17,12310.32863998413,11811.380332946777
2023-03-20,12362.7135887146,11863.765281677246
2023-03-21,12337.424053192139,11838.475746154785
2023-03-22,12313.037075042725,11814.088768005371
2023-03-23,12301.29543685913,11802.347129821777
2023-03-24,12389.809001922607,11890.860694885254
2023-03-27,12430.451930999756,11931.503623962402
2023-03-28,12436.77479171753,11937.826484680176
2023-03-29,12476.515544891357,11977.567237854004
2023-03-30,12475.612224578857,11976.663917541504
2023-03-31,12491.869701385498,11992.921394348145
2023-04-03,12525.288356781006,12026.340049743652
2023-04-04,12508.127178192139,12009.178871154785
2023-04-05,12561.415447235107,12062.467140197754
2023-04-06,12565.02834701538,12066.080039978027
2023-04-07,6889.363063812256,6390.414756774902
2023-04-10,12551.480449676514,12052.53214263916
2023-04-11,12541.545833587646,12042.597526550293
2023-04-12,12551.480449676514,12052.53214263916
2023-04-13,12593.027843475342,12094.079536437988
2023-04-14,12583.995021820068,12085.046714782715
2023-04-17,12621.02543258667,12122.077125549316
2023-04-18,12630.058254241943,12131.10994720459
2023-04-19,12640.89619064331,12141.947883605957
2023-04-20,12666.186107635498,12167.237800598145
2023-04-21,12674.314464569092,12175.366157531738
2023-04-24,12665.282405853271,12166.334098815918
2023-04-25,12656.250347137451,12157.302040100098
2023-04-26,12629.154933929443,12130.20662689209
2023-04-27,12640.89619064331,12141.947883605957
2023-04-28,12683.346904754639,12184.398597717285
2023-05-01,12754.96934890747,12197.9457321167
2023-05-02,12728.77763748169,12171.754020690918
2023-05-03,12696.261920928955,12139.238304138184
2023-05-04,12702.585163116455,12145.561546325684
2023-05-05,12729.67981338501,12172.656196594238
2023-05-08,12720.648517608643,12163.624900817871
2023-05-09,12672.778644561768,12115.755027770996
2023-05-10,12682.714786529541,12125.69116973877
2023-05-11,12715.229358673096,12158.205741882324
2023-05-12,12737.809314727783,12180.785697937012
2023-05-15,12722.45439529419,12165.430778503418
2023-05-16,12657.42525100708,12100.401634216309
2023-05-17,12651.10315322876,12094.079536437988
2023-05-18,12619.490756988525,12062.467140197754
2023-05-19,12622.200717926025,12065.177101135254
2023-05-22,12502.978839874268,11945.955223083496
2023-05-23,12493.043460845947,11936.019844055176
2023-05-24,12446.077671051025,11889.054054260254
2023-05-25,12403.628101348877,11846.604484558105
2023-05-26,12390.079822540283,11833.056205749512
2023-05-29,6947.438373565674,6390.414756774902
2023-05-30,12346.726551055908,11789.702934265137
2023-05-31,12335.887851715088,11778.864234924316
2023-06-01,12420.78812789917,11809.572929382324
2023-06-02,12525.55764389038,11914.342445373535
2023-06-05,12488.528377532959,11877.313179016113
2023-06-06,12448.788005828857,11837.572807312012
2023-06-07,12440.65888595581,11829.443687438965
2023-06-08,12454.206401824951,11842.991203308105
2023-06-09,12463.238460540771,11852.023262023926
2023-06-12,12439.755947113037,11828.540748596191
2023-06-13,12461.432582855225,11850.217384338379
2023-06-14,12498.462230682373,11887.247032165527
2023-06-15,12573.9997215271,11962.784523010254
2023-06-16,12614.042217254639,12002.827018737793
2023-06-19,7001.629955291748,6390.414756774902
2023-06-20,12576.728755950928,11965.513557434082
2023-06-21,12592.200786590576,11980.98558807373
2023-06-22,12630.423290252686,12019.20809173584
2023-06-23,12571.268779754639,11960.053581237793
2023-06-26,12573.089534759521,11961.874336242676
2023-06-27,12561.257869720459,11950.042671203613
2023-06-28,12509.384090423584,11898.168891906738
2023-06-29,12463.880474090576,11852.66527557373
2023-06-30,12482.082302093506,11870.86710357666
2023-07-03,12514.8444480896,11903.629249572754
2023-07-04,7001.629955291748,6390.414756774902
2023-07-05,12555.797512054443,11944.582313537598
2023-07-06,12513.024074554443,11901.808876037598
2023-07-07,12440.218669891357,11829.003471374512
2023-07-10,12399.265605926514,11788.050407409668
2023-07-11,12418.376476287842,11807.161277770996
2023-07-12,12447.499019622803,11836.283821105957
2023-07-13,12493.912441253662,11882.697242736816
2023-07-14,12543.966609954834,11932.751411437988
2023-07-17,12535.776454925537,11924.561256408691
2023-07-18,12513.934261322021,11902.719062805176
2023-07-19,12611.31203842163,12000.096839904785
2023-07-20,12679.56727218628,12068.352073669434
2023-07-21,12684.117824554443,12072.902626037598
2023-07-24,12685.937816619873,12074.722618103027
2023-07-25,12666.826183319092,12055.610984802246
2023-07-26,12739.631587982178,12128.416389465332
2023-07-27,12684.117824554443,12072.902626037598
2023-07-28,12687.758571624756,12076.54337310791
2023-07-31,12637.70363998413,12026.488441467285
2023-08-01,12679.357685089111,12011.927360534668
2023-08-02,12696.649326324463,12029.21900177002
2023-08-03,12667.527164459229,12000.096839904785
2023-08-04,12582.890476226807,11915.460151672363
2023-08-07,12626.573337554932,11959.143013000488
2023-08-08,12602.000965118408,11934.570640563965
2023-08-09,12614.743198394775,11947.312873840332
2023-08-10,12602.000965118408,11934.570640563965
2023-08-11,12624.752582550049,11957.322257995605
2023-08-14,12598.361362457275,11930.931037902832
2023-08-15,12561.048664093018,11893.618339538574
2023-08-16,12561.95846939087,11894.528144836426
2023-08-17,12573.789752960205,11906.359428405762
2023-08-18,12604.732288360596,11937.301963806152
2023-08-21,12557.407917022705,11889.977592468262
2023-08-22,12523.735584259033,11856.30525970459
2023-08-23,12542.847599029541,11875.417274475098
2023-08-24,12528.28575515747,11860.855430603027
2023-08-25,12553.768695831299,11886.338371276855
2023-08-28,12569.239200592041,11901.808876037598
2023-08-29,12563.779224395752,11896.348899841309
2023-08-30,12561.048664093018,11893.618339538574
2023-08-31,12502.804340362549,11835.374015808105
2023-09-01,12509.457088470459,11788.050407409668
2023-09-04,7111.821437835693,6390.414756774902
2023-09-05,12464.863277435303,11743.456596374512
2023-09-06,12461.222911834717,11739.816230773926
2023-09-07,12420.270610809326,11698.863929748535
2023-09-08,12420.270610809326,11698.863929748535
2023-09-11,12470.323635101318,11748.916954040527
2023-09-12,12417.538906097412,11696.132225036621
2023-09-13,12430.2799949646,11708.873313903809
2023-09-14,12474.309993743896,11752.903312683105
2023-09-15,12426.611019134521,11705.20433807373
2023-09-18,12459.63332748413,11738.22664642334
2023-09-19,12448.626781463623,11727.220100402832
2023-09-20,12472.475887298584,11751.069206237793
2023-09-21,12389.92011642456,11668.51343536377
2023-09-22,12395.423961639404,11674.017280578613
2023-09-25,12340.385509490967,11618.978828430176
2023-09-26,12297.272945404053,11575.866264343262
2023-09-27,12244.070888519287,11522.664207458496
2023-09-28,12231.22871017456,11509.82202911377
2023-09-29,12246.822048187256,11525.415367126465
2023-10-02,12200.957180023193,11479.550498962402
2023-10-03,12145.920635223389,11424.513954162598
2023-10-04,12160.597301483154,11439.190620422363
2023-10-05,11916.59705734253,11195.190376281738
2023-10-06,11986.3102684021,11264.903587341309
2023-10-09,11962.461925506592,11241.0552444458
2023-10-10,12067.950130462646,11346.543449401855
2023-10-11,12038.597179412842,11317.19049835205
2023-10-12,11956.040645599365,11234.633964538574
2023-10-13,11963.378597259521,11241.97191619873
2023-10-16,12012.912059783936,11291.505378723145
2023-10-17,12071.618724822998,11350.212043762207
2023-10-18,12069.785381317139,11348.378700256348
2023-10-19,12097.302700042725,11425.750831604004
2023-10-20,12117.48359298706,11445.93172454834
2023-10-23,12072.536540985107,11400.984672546387
2023-10-24,12215.634227752686,11544.082359313965
2023-10-25,12259.664608001709,11588.112739562988
2023-10-26,12228.476406097412,11556.924537658691
2023-10-27,12178.942943572998,11507.391075134277
2023-10-30,12262.416912078857,11590.865043640137
2023-10-31,12293.604351043701,11622.05248260498
2023-11-01,12340.789905548096,11617.46607208252
2023-11-02,12400.413242340088,11677.089408874512
2023-11-03,12368.307987213135,11644.984153747559
2023-11-06,12389.405933380127,11666.08209991455
2023-11-07,12408.66939163208,11685.345558166504
2023-11-08,12400.413242340088,11677.089408874512
2023-11-09,12360.969654083252,11637.645820617676
2023-11-10,12366.473880767822,11643.150047302246
2023-11-13,12385.736957550049,11662.413124084473
2023-11-14,12401.331058502197,11678.007225036621
2023-11-15,12411.421314239502,11688.097480773926
2023-11-16,12405.917850494385,11682.594017028809
2023-11-17,12416.00696182251,11692.683128356934
2023-11-20,12428.849140167236,11705.52530670166
2023-11-21,12486.63913345337,11763.315299987793
2023-11-22,12522.413745880127,11799.08991241455
2023-11-23,7163.593402862549,6440.269569396973
2023-11-24,12536.172214508057,11812.84838104248
2023-11-27,12526.081958770752,11802.758125305176
2023-11-28,12537.08964920044,11813.765815734863
2023-11-29,12504.98401260376,11781.660179138184
2023-11-30,12566.932025909424,11843.608192443848
2023-12-01,12639.643230438232,11862.101081848145
2023-12-04,12633.17045211792,11855.628303527832
2023-12-05,12641.49221420288,11863.950065612793
2023-12-06,12635.94373703003,11858.401588439941
2023-12-07,12648.889293670654,11871.347145080566
2023-12-08,12636.868801116943,11859.326652526855
2023-12-11,12676.626720428467,11899.084571838379
2023-12-12,12711.760845184326,11934.218696594238
2023-12-13,12758.915843963623,11981.373695373535
2023-12-14,12676.626720428467,11899.084571838379
2023-12-15,12635.94373703003,11858.401588439941
2023-12-18,12674.777355194092,11897.235206604004
2023-12-19,12657.209911346436,11879.667762756348
2023-12-20,12544.40969467163,11766.867546081543
2023-12-21,12579.544200897217,11802.002052307129
2023-12-22,12610.055675506592,11832.513526916504
2023-12-25,7217.811717987061,6440.269569396973
2023-12-26,12632.246913909912,11854.704765319824
2023-12-27,12646.114864349365,11868.572715759277
2023-12-28,12649.812831878662,11872.270683288574
2023-12-29,12666.45673751831,11888.914588928223
2024-01-01,7217.811717987061,6440.269569396973
2024-01-02,12804.054431915283,11971.202949523926
2024-01-03,12816.998844146729,11984.147361755371
2024-01-04,12798.506717681885,11965.655235290527
2024-01-05,12790.18533706665,11957.333854675293
2024-01-08,12830.867557525635,11998.016075134277
2024-01-09,12820.697574615479,11987.846092224121
2024-01-10,12839.190082550049,12006.338600158691
2024-01-11,12803.129749298096,11970.278266906738
2024-01-12,12856.757144927979,12023.905662536621
2024-01-15,7273.12105178833,6440.269569396973
2024-01-16,12819.772891998291,11986.921409606934
2024-01-17,12819.772891998291,11986.921409606934
2024-01-18,12835.490970611572,12002.639488220215
2024-01-19,12804.979496002197,11972.12801361084
2024-01-22,12780.938892364502,11948.087409973145
2024-01-23,12806.828479766846,11973.976997375488
2024-01-24,12719.916324615479,11887.064842224121
2024-01-25,12743.031101226807,11910.17961883545
2024-01-26,12762.447910308838,11929.59642791748
2024-01-29,12795.733051300049,11962.881568908691
2024-01-30,12811.450748443604,11978.599266052246
2024-01-31,12773.542575836182,11940.691093444824
2024-02-01,12967.689949035645,12078.456596374512
2024-02-02,12927.007347106934,12037.7739944458
2024-02-05,12880.77741241455,11991.544059753418
2024-02-06,12871.531349182129,11982.297996520996
2024-02-07,12876.154762268066,11986.921409606934
2024-02-08,12861.361366271973,11972.12801361084
2024-02-09,12836.396842956543,11947.16349029541
2024-02-12,12849.341255187988,11960.107902526855
2024-02-13,12816.979652404785,11927.746299743652
2024-02-14,12811.433082580566,11922.199729919434
2024-02-15,12821.60344696045,11932.370094299316
2024-02-16,12820.678764343262,11931.445411682129
2024-02-19,7329.5029220581055,6440.269569396973
2024-02-20,12941.801124572754,12052.567771911621
2024-02-21,12991.728645324707,12102.495292663574
2024-02-22,12983.4076461792,12094.174293518066
2024-02-23,12988.031059265137,12098.797706604004
2024-02-26,12942.725044250488,12053.491691589355
2024-02-27,12908.514839172363,12019.28148651123
2024-02-28,12914.062553405762,12024.829200744629
2024-02-29,12878.928428649902,11989.69507598877
2024-03-01,12888.664379119873,11944.389823913574
2024-03-04,12914.552822113037,11970.278266906738
2024-03-05,12887.739696502686,11943.465141296387
2024-03-06,12890.512981414795,11946.238426208496
2024-03-07,12880.342235565186,11936.067680358887
2024-03-08,12887.739696502686,11943.465141296387
2024-03-11,12954.31074142456,12010.036186218262
2024-03-12,12978.34981918335,12034.07526397705
2024-03-13,13035.675563812256,12091.401008605957
2024-03-14,13023.092784881592,12078.818229675293
2024-03-15,12965.310039520264,12021.035484313965
2024-03-18,12988.608684539795,12044.334129333496
2024-03-19,12997.929515838623,12053.654960632324
2024-03-20,13046.393337249756,12102.118782043457
2024-03-21,13020.296993255615,12076.022438049316
2024-03-22,13022.161235809326,12077.886680603027
2024-03-25,13013.77347946167,12069.498924255371
2024-03-26,13026.821269989014,12082.546714782715
2024-03-27,13072.488536834717,12128.213981628418
2024-03-28,13086.46863937378,12142.19408416748
2024-03-29,7384.5441246032715,6440.269569396973
2024-04-01,13096.422695159912,12095.594886779785
2024-04-02,13047.02656173706,12046.198753356934
2024-04-03,13017.203258514404,12016.375450134277
2024-04-04,12967.807888031006,11966.980079650879
2024-04-05,12987.379192352295,11986.551383972168
2024-04-08,12965.011714935303,11964.183906555176
2024-04-09,13006.951259613037,12006.12345123291
2024-04-10,12932.391094207764,11931.563285827637
2024-04-11,12944.508098602295,11943.680290222168
2024-04-12,12872.744487762451,11926.233150482178
2024-04-15,12859.696697235107,11913.185359954834
2024-04-16,12852.24125289917,11905.729915618896
2024-04-17,12894.180034637451,11947.668697357178
2024-04-18,12931.459926605225,11984.948589324951
2024-04-19,13048.890422821045,12102.379085540771
2024-04-22,13084.306072235107,12137.794734954834
2024-04-23,13092.693828582764,12146.18249130249
2024-04-24,13177.505992889404,12230.99465560913
2024-04-25,13195.213436126709,12248.702098846436
2024-04-26,13195.213436126709,12248.702098846436
2024-04-29,13223.173641204834,12276.66230392456
2024-04-30,13198.009227752686,12251.497890472412
2024-05-01,13270.639499664307,12266.409923553467
2024-05-02,13276.231464385986,12272.001888275146
2024-05-03,13293.006977081299,12288.777400970459
2024-05-06,13309.783252716064,12305.553676605225
2024-05-07,13334.94690322876,12330.71732711792
2024-05-08,13356.382831573486,12352.153255462646
2024-05-09,13359.17900466919,12354.94942855835
2024-05-10,13394.593891143799,12390.364315032959
2024-05-13,13424.418720245361,12420.189144134521
2024-05-14,13379.683002471924,12375.453426361084
2024-05-15,13382.4787940979,12378.24921798706
2024-05-16,13400.186237335205,12395.956661224365
2024-05-17,13373.159107208252,12368.929531097412
2024-05-20,13330.287250518799,12326.057674407959
2024-05-21,13361.97441482544,12357.7448387146
2024-05-22,13370.362552642822,12366.132976531982
2024-05-23,13285.551151275635,12281.321575164795
2024-05-24,13277.163776397705,12272.934200286865
2024-05-27,7498.815616607666,6494.586040496826
2024-05-28,13260.387119293213,12256.157543182373
2024-05-29,13249.203189849854,12244.973613739014
2024-05-30,13274.368747711182,12270.139171600342
2024-05-31,13363.839038848877,12359.609462738037
2024-06-03,13363.839038848877,12359.609462738037
2024-06-04,13457.96936416626,12453.73978805542
2024-06-05,13456.105503082275,12451.875926971436
2024-06-06,13477.542194366455,12473.312618255615
2024-06-07,13455.174335479736,12450.944759368896
2024-06-10,13425.350650787354,12421.121074676514
2024-06-11,13421.622165679932,12417.392589569092
2024-06-12,13359.17900466919,12354.94942855835
2024-06-13,13369.431003570557,12365.201427459717
2024-06-14,13373.656925201416,12369.427349090576
2024-06-17,13380.231174468994,12376.001598358154
2024-06-18,13381.170734405518,12376.941158294678
2024-06-19,7498.815616607666,6494.586040496826
2024-06-20,13338.906177520752,12334.676601409912
2024-06-21,13394.319995880127,12390.090419769287
2024-06-24,13507.026752471924,12502.797176361084
2024-06-25,13494.817050933838,12490.587474822998
2024-06-26,13514.540943145752,12510.311367034912
2024-06-27,13501.391681671143,12497.162105560303
2024-06-28,13476.971515655518,12472.741939544678
2024-07-01,13501.653663635254,12437.990047454834
2024-07-02,13489.444725036621,12425.781108856201
2024-07-03,13506.350700378418,12442.687084197998
2024-07-04,7558.249656677246,6494.586040496826
2024-07-05,13546.73690032959,12483.07328414917
2024-07-08,13471.5991897583,12407.93557357788
2024-07-09,13446.240226745605,12382.576610565186
2024-07-10,13459.389869689941,12395.726253509521
2024-07-11,13484.748832702637,12421.085216522217
2024-07-12,13541.101829528809,12477.438213348389
2024-07-15,13513.86450958252,12450.2008934021
2024-07-16,13594.636909484863,12530.973293304443
2024-07-17,13682.924263000488,12619.260646820068
2024-07-18,13681.047050476074,12678.611408233643
2024-07-19,13690.438453674316,12688.002811431885
2024-07-22,13641.598121643066,12639.162479400635
2024-07-23,13659.444038391113,12657.008396148682
2024-07-24,13739.278022766113,12736.842380523682
2024-07-25,13763.697807312012,12761.26216506958
2024-07-26,13855.741111755371,12853.30546951294
2024-07-29,13835.079948425293,12832.644306182861
2024-07-30,13914.913551330566,12912.477909088135
2024-07-31,13826.625434875488,12824.189792633057
2024-08-01,14005.040542602539,13002.604900360107
2024-08-02,14133.714096069336,13131.278453826904
2024-08-05,14018.189804077148,13015.754161834717
2024-08-06,14013.493911743164,13011.058269500732
2024-08-07,14052.002517700195,13049.566875457764
2024-08-08,14077.361862182617,13074.926219940186
2024-08-09,14072.665969848633,13070.230327606201
2024-08-12,14024.763290405273,13022.327648162842
2024-08-13,14052.002517700195,13049.566875457764
