date,nav,spy
2020-01-02,10000.0,295.39178466796875
2020-01-03,9901.907514927465,293.155029296875
2020-01-06,9915.142595296307,294.27337646484375
2020-01-07,9890.756774354579,293.446044921875
2020-01-08,9947.129201284251,295.0098876953125
2020-01-09,10027.471553290463,297.01025390625
2020-01-10,9979.647692326895,296.15557861328125
2020-01-13,10069.31626664653,298.1922607421875
2020-01-14,10067.71813791756,297.7376708984375
2020-01-15,10064.829087103804,298.4104919433594
2020-01-16,10142.555812692151,300.892822265625
2020-01-17,10208.83222669444,301.8293762207031
2020-01-21,10171.730812552643,301.23834228515625
2020-01-22,10213.4634865008,301.2746887207031
2020-01-23,10225.760349998232,301.62017822265625
2020-01-24,10157.375165483292,298.9378662109375
2020-01-27,9979.825951876792,294.1461486816406
2020-01-28,10111.330937429902,297.2285461425781
2020-01-29,10120.408743416187,296.9830322265625
2020-01-30,10127.76394399303,297.94683837890625
2020-01-31,9870.539827662335,292.53668212890625
2020-02-03,9920.744316929227,294.7098083496094
2020-02-04,10090.891764589776,299.2016296386719
2020-02-05,10247.595383062417,302.6568298339844
2020-02-06,10277.80734767001,303.6752014160156
2020-02-07,10203.074397361856,302.0567321777344
2020-02-10,10259.676551110028,304.3116455078125
2020-02-11,10285.483678013325,304.8389587402344
2020-02-12,10360.883870709655,306.8030700683594
2020-02-13,10354.907975764785,306.47564697265625
2020-02-14,10399.880627887293,306.9666442871094
2020-02-18,10353.291821000295,306.1756896972656
2020-02-19,10443.143780668643,307.63946533203125
2020-02-20,10396.536746732469,306.3756103515625
2020-02-21,10251.053831639067,303.22052001953125
2020-02-24,9882.453751603703,293.1640625
2020-02-25,9546.632857633811,284.2806091308594
2020-02-26,9517.352910780783,283.2349548339844
2020-02-27,9085.4514507508,270.514404296875
2020-02-28,9036.296056021944,269.3778076171875
2020-03-02,9462.588388336157,281.0436096191406
2020-03-03,9164.408353145636,272.9966125488281
2020-03-04,9553.09787689806,284.4715270996094
2020-03-05,9216.052132359748,275.0152282714844
2020-03-06,9048.437476345596,270.4689636230469
2020-03-09,8366.624833255355,249.34678649902344
2020-03-10,8861.181168470092,262.2491760253906
2020-03-11,8411.178912419375,249.4650421142578
2020-03-12,7613.236029288997,225.59690856933594
2020-03-13,8499.108459297198,244.8822479248047
2020-03-16,7424.737990900147,218.08639526367188
2020-03-17,7912.137968958832,229.8612823486328
2020-03-18,7533.609849385893,218.2227325439453
2020-03-19,7578.180156540291,218.68643188476562
2020-03-20,7218.732985616693,209.26235961914062
2020-03-23,7055.456064854057,203.91188049316406
2020-03-24,7724.615892475742,222.38697814941406
2020-03-25,7767.755354467429,225.71612548828125
2020-03-26,8264.427619318272,238.89561462402344
2020-03-27,8006.986261422569,231.77999877929688
2020-03-30,8262.064294430518,239.30726623535156
2020-03-31,8056.2286965956,235.74024963378906
2020-04-01,8482.719759022428,225.1308135986328
2020-04-02,8661.519246490103,230.32579040527344
2020-04-03,8542.842205148858,226.99659729003906
2020-04-06,8978.311135401324,242.24305725097656
2020-04-07,8939.947905305076,242.4900665283203
2020-04-08,9111.409992046385,250.63003540039062
2020-04-09,9161.357667741326,254.4440155029297
2020-04-13,9117.437103765056,252.120849609375
2020-04-14,9304.45028715797,259.55670166015625
2020-04-15,9130.162276909095,254.0416717529297
2020-04-16,9171.550351002226,255.26707458496094
2020-04-17,9343.804830459752,262.1632385253906
2020-04-20,9205.835947022118,257.5445556640625
2020-04-21,9012.672553367935,249.72459411621094
2020-04-22,9169.751909466448,255.26707458496094
2020-04-23,9138.645055121297,255.248779296875
2020-04-24,9235.678368871988,258.8066101074219
2020-04-27,9344.280586643781,262.5382385253906
2020-04-28,9327.1128975867,261.3310546875
2020-04-29,9496.247896372222,268.1722106933594
2020-04-30,9435.96164527646,265.6753845214844
2020-05-01,9267.341365595214,258.6420593261719
2020-05-04,9283.334668317317,259.3553466796875
2020-05-05,9345.652022590773,261.751708984375
2020-05-06,9320.950216023964,259.9773864746094
2020-05-07,9387.41606624911,263.11444091796875
2020-05-08,9501.137171295173,267.468017578125
2020-05-11,9502.107574293606,267.5229187011719
2020-05-12,9327.645625398829,262.1907043457031
