cash_change,close_price,collateral,cost,cost_basis,date,expiry,premium,premium_collected,price,realized_pnl,shares,strike,ticker,type
20.64423727429645,,,,,2022-06-14,2022-07-17,20.64423727429645,,,,,16.0,T,write_cc
-9.14729099542313,9.14729099542313,,,,2022-06-16,2022-07-13,,41.446887410376696,,32.29959641495357,,10.0,F,btc_call
33.823174875423504,,,,,2022-06-16,2022-07-19,33.823174875423504,,,,,9.0,F,write_cc
-11.162392585457837,11.162392585457837,,,,2022-07-05,2022-07-19,,33.823174875423504,,22.660782289965667,,9.0,F,btc_call
26.37410760844454,,,,,2022-07-05,2022-08-07,26.37410760844454,,,,,9.0,F,write_cc
-60.26615249194602,60.26615249194602,,,,2022-07-11,2022-07-17,,20.64423727429645,,-39.62191521764957,,16.0,T,btc_call
21.571571470775996,,,,,2022-07-11,2022-08-13,21.571571470775996,,,,,17.5,T,write_cc
-6.971599139619622,6.971599139619622,,,,2022-07-14,2022-08-13,,21.571571470775996,,14.599972331156374,,17.5,T,btc_call
17.485994920251535,,,,,2022-07-14,2022-08-16,17.485994920251535,,,,,17.0,T,write_cc
-6.225036751600266,6.225036751600266,,,,2022-07-21,2022-08-16,,17.485994920251535,,11.26095816865127,,17.0,T,btc_call
28.04419004209997,,,,,2022-07-21,2022-08-23,28.04419004209997,,,,,16.0,T,write_cc
-243.97544780992834,243.97544780992834,,,,2022-08-01,2022-08-07,,26.37410760844454,,-217.6013402014838,,9.0,F,btc_call
38.87804661247216,,,,,2022-08-01,2022-09-03,38.87804661247216,,,,,12.0,F,write_cc
-7.59142822132941,7.59142822132941,,,,2022-08-02,2022-08-23,,28.04419004209997,,20.45276182077056,,16.0,T,btc_call
25.700212575571157,,,,,2022-08-02,2022-09-04,25.700212575571157,,,,,15.5,T,write_cc
-2.3837952211156477,2.3837952211156477,,,,2022-08-19,2022-09-04,,25.700212575571157,,23.31641735445551,,15.5,T,btc_call
-15.125221458702676,15.125221458702676,,,,2022-08-26,2022-09-03,,38.87804661247216,,23.752825153769486,,12.0,F,btc_call
44.991544882201055,,,,,2022-08-26,2022-09-28,44.991544882201055,,,,,12.0,F,write_cc
-16.26470343389874,16.26470343389874,,,,2022-09-06,2022-09-28,,44.991544882201055,,28.726841448302313,,12.0,F,btc_call
24.154479021519528,,,,,2022-09-06,2022-10-09,24.154479021519528,,,,,12.0,F,write_cc
-9.531227016150812,9.531227016150812,,,,2022-09-16,2022-10-09,,24.154479021519528,,14.623252005368716,,12.0,F,btc_call
28.52536897587101,,,,,2022-09-16,2022-10-19,28.52536897587101,,,,,11.5,F,write_cc
-8.114160911890234,8.114160911890234,,,,2022-09-22,2022-10-19,,28.52536897587101,,20.411208063980776,,11.5,F,btc_call
45.67446166354942,,,,,2022-09-22,2022-10-25,45.67446166354942,,,,,10.0,F,write_cc
-17.586566742772327,17.586566742772327,,,,2022-09-27,2022-10-25,,45.67446166354942,,28.087894920777096,,10.0,F,btc_call
34.70068563019688,,,,,2022-09-27,2022-10-30,34.70068563019688,,,,,9.5,F,write_cc
15.372285039380174,,,,,2022-09-27,2022-10-30,15.372285039380174,,,,,13.0,T,write_cc
-4.816359251282276,4.816359251282276,,,,2022-10-10,2022-10-30,,15.372285039380174,,10.555925788097898,,13.0,T,btc_call
17.748862766515572,,,,,2022-10-11,2022-11-13,17.748862766515572,,,,,12.5,T,write_cc
-8.988768544908421,8.988768544908421,,,,2022-10-20,2022-10-30,,34.70068563019688,,25.71191708528846,,9.5,F,btc_call
29.967952799831643,,,,,2022-10-20,2022-11-22,29.967952799831643,,,,,9.5,F,write_cc
-246.75533821966093,246.75533821966093,,,,2022-11-07,2022-11-13,,17.748862766515572,,-229.00647545314536,,12.5,T,btc_call
37.18881797389591,,,,,2022-11-07,2022-12-10,37.18881797389591,,,,,15.5,T,write_cc
-138.35735258133735,138.35735258133735,,,,2022-11-15,2022-11-22,,29.967952799831643,,-108.38939978150572,,9.5,F,btc_call
23.262294424104457,,,,,2022-11-15,2022-12-18,23.262294424104457,,,,,11.5,F,write_cc
-12.66314474766217,12.66314474766217,,,,2022-11-28,2022-12-10,,37.18881797389591,,24.52567322623374,,15.5,T,btc_call
-5.067294928574162,5.067294928574162,,,,2022-11-28,2022-12-18,,23.262294424104457,,18.194999495530297,,11.5,F,btc_call
22.069301258669594,,,,,2022-11-28,2022-12-31,22.069301258669594,,,,,11.0,F,write_cc
-6.444914047125816,6.444914047125816,,,,2022-12-07,2022-12-31,,22.069301258669594,,15.624387211543777,,11.0,F,btc_call
21.435491205172763,,,,,2022-12-07,2023-01-09,21.435491205172763,,,,,10.5,F,write_cc
-6.937338912645519,6.937338912645519,,,,2022-12-15,2023-01-09,,21.435491205172763,,14.498152292527244,,10.5,F,btc_call
25.288801864425547,,,,,2022-12-16,2023-01-18,25.288801864425547,,,,,9.500733728408814,F,write_cc
-9.456769230786865,9.456769230786865,,,,2022-12-20,2023-01-18,,25.288801864425547,,15.832032633638683,,9.500733728408814,F,btc_call
24.83218103746796,,,,,2022-12-20,2023-01-22,24.83218103746796,,,,,9.0,F,write_cc
16.288051667484194,,,,,2022-12-22,2023-01-24,16.288051667484194,,,,,15.5,T,write_cc
-67.48747618829896,67.48747618829896,,,,2023-01-17,2023-01-22,,24.83218103746796,,-42.655295150830995,,9.0,F,btc_call
-52.91548318680057,52.91548318680057,,,,2023-01-17,2023-01-24,,16.288051667484194,,-36.627431519316374,,15.5,T,btc_call
42.86635542753716,,,,,2023-01-17,2023-02-19,42.86635542753716,,,,,10.0,F,write_cc
31.817106466509504,,,,,2023-01-25,2023-02-27,31.817106466509504,,,,,17.5,T,write_cc
-8.549080427285505,8.549080427285505,,,,2023-02-06,2023-02-27,,31.817106466509504,,23.268026039223997,,17.5,T,btc_call
27.598513635756916,,,,,2023-02-06,2023-03-11,27.598513635756916,,,,,17.0,T,write_cc
-65.0919436463532,65.0919436463532,,,,2023-02-13,2023-02-19,,42.86635542753716,,-22.225588218816043,,10.0,F,btc_call
44.000930639212314,,,,,2023-02-13,2023-03-18,44.000930639212314,,,,,11.0,F,write_cc
-7.423708110973903,7.423708110973903,,,,2023-02-21,2023-03-11,,27.598513635756916,,20.17480552478301,,17.0,T,btc_call
-13.243604714327839,13.243604714327839,,,,2023-02-21,2023-03-18,,44.000930639212314,,30.757325924884476,,11.0,F,btc_call
31.184574511455754,,,,,2023-02-21,2023-03-26,31.184574511455754,,,,,10.5,F,write_cc
29.68931910933863,,,,,2023-02-21,2023-03-26,29.68931910933863,,,,,16.5,T,write_cc
-9.95381487596454,9.95381487596454,,,,2023-02-24,2023-03-26,,29.68931910933863,,19.73550423337409,,16.5,T,btc_call
-6.813584926838745,6.813584926838745,,,,2023-03-10,2023-03-26,,31.184574511455754,,24.370989584617007,,10.5,F,btc_call
16.303672133584215,,,,,2023-03-10,2023-04-12,16.303672133584215,,,,,10.5,F,write_cc
-6.289737904337089,6.289737904337089,,,,2023-03-15,2023-04-12,,16.303672133584215,,10.013934229247125,,10.5,F,btc_call
18.3785509876897,,,,,2023-03-15,2023-04-17,18.3785509876897,,,,,10.0,F,write_cc
