date,nav,spy
2022-01-03,10000.0,448.3730163574219
2022-01-04,10000.0,448.22283935546875
2022-01-05,10000.0,439.6160583496094
2022-01-06,10000.0,439.2030334472656
2022-01-07,10000.0,437.4666748046875
2022-01-10,10000.0,436.9222412109375
2022-01-11,10000.0,440.9018859863281
2022-01-12,10000.0,442.09393310546875
2022-01-13,10000.0,436.0024719238281
2022-01-14,10000.0,436.1808166503906
2022-01-18,10000.0,428.4561767578125
2022-01-19,10000.0,424.0072326660156
2022-01-20,10000.0,419.3143310546875
2022-01-21,10000.0,411.08294677734375
2022-01-24,10000.0,412.8287048339844
2022-01-25,10000.0,407.7884826660156
2022-01-26,10000.0,406.7655334472656
2022-01-27,10000.0,404.7568664550781
2022-01-28,10000.0,414.8092041015625
2022-01-31,10000.0,422.2803039550781
2022-02-01,10000.0,425.1336669921875
2022-02-02,10000.0,429.2633972167969
2022-02-03,10000.0,419.1736145019531
2022-02-04,10000.0,421.14459228515625
2022-02-07,10000.0,419.7931213378906
2022-02-08,10000.0,423.2470397949219
2022-02-09,10000.0,429.4417419433594
2022-02-10,10000.0,421.72650146484375
2022-02-11,10000.0,413.41064453125
2022-02-14,10000.0,412.05908203125
2022-02-15,10000.0,418.7042541503906
2022-02-16,10000.0,419.1736145019531
2022-02-17,10000.0,410.21942138671875
2022-02-18,10000.0,407.56329345703125
2022-02-22,10000.0,403.1894836425781
2022-02-23,10000.0,396.037353515625
2022-02-24,10000.0,401.9974060058594
2022-02-25,10000.0,410.8670349121094
2022-02-28,10000.0,409.8157653808594
2022-03-01,10000.0,403.5741882324219
2022-03-02,10000.0,410.99853515625
2022-03-03,10000.0,408.9523010253906
2022-03-04,10000.0,405.6297607421875
2022-03-07,10000.0,393.6720275878906
2022-03-08,10000.0,390.6874084472656
2022-03-09,10000.0,401.16204833984375
2022-03-10,10000.0,399.3506164550781
2022-03-11,10000.0,394.2728271484375
2022-03-14,10000.0,391.3913269042969
2022-03-15,10000.0,399.99822998046875
2022-03-16,10000.0,408.8678894042969
2022-03-17,10000.0,413.983154296875
2022-03-18,10000.0,418.5174865722656
2022-03-21,10000.0,418.3950500488281
2022-03-22,10000.0,423.2908630371094
2022-03-23,10000.0,417.83953857421875
2022-03-24,10000.0,424.1382141113281
2022-03-25,10000.0,426.2095947265625
2022-03-28,10000.0,429.2412109375
2022-03-29,10000.0,434.5512390136719
2022-03-30,10000.0,431.86798095703125
2022-03-31,10000.0,425.22100830078125
2022-04-01,10000.0,426.4261169433594
2022-04-04,10000.0,430.0790710449219
2022-04-05,10000.0,424.64666748046875
2022-04-06,10000.0,420.4004821777344
2022-04-07,10000.0,422.5188293457031
2022-04-08,10000.0,421.3890686035156
2022-04-11,10000.0,414.1865234375
2022-04-12,10000.0,412.6518249511719
2022-04-13,10000.0,417.3782653808594
2022-04-14,10000.0,412.1811828613281
2022-04-18,10000.0,412.3505554199219
2022-04-19,10000.0,419.0070495605469
2022-04-20,10000.0,418.6962890625
2022-04-21,10000.0,412.4353332519531
2022-04-22,10000.0,401.11846923828125
2022-04-25,10000.0,403.44390869140625
2022-04-26,10000.0,391.7598876953125
2022-04-27,10000.0,392.8614196777344
2022-04-28,10000.0,402.784912109375
2022-04-29,10000.0,387.8996887207031
2022-05-02,10000.0,390.2346496582031
2022-05-03,10000.0,392.0235290527344
2022-05-04,10000.0,403.9617919921875
2022-05-05,10000.0,389.6037902832031
2022-05-06,10000.0,387.2782897949219
2022-05-09,10000.0,374.87872314453125
2022-05-10,10000.0,375.74493408203125
2022-05-11,10000.0,369.7757568359375
2022-05-12,10000.0,369.3897399902344
2022-05-13,10000.0,378.2210388183594
2022-05-16,10000.0,376.6864318847656
2022-05-17,10000.0,384.4350280761719
2022-05-18,10000.0,368.9378356933594
2022-05-19,10000.0,366.6781921386719
2022-05-20,10000.0,366.8382873535156
2022-05-23,10000.0,373.7018737792969
2022-05-24,10000.0,370.8491516113281
2022-05-25,10000.0,374.1255798339844
2022-05-26,10000.0,381.6011047363281
2022-05-27,10000.0,390.96905517578125
2022-05-31,10000.0,388.7752990722656
2022-06-01,10000.0,385.6307067871094
2022-06-02,10000.0,392.9745178222656
2022-06-03,10000.0,386.52520751953125
2022-06-06,10000.0,387.7019958496094
2022-06-07,10000.0,391.42095947265625
2022-06-08,10000.0,387.16534423828125
2022-06-09,10000.0,377.9574890136719
2022-06-10,10000.0,366.9983825683594
2022-06-13,10000.0,353.06402587890625
2022-06-14,10000.0,352.0001525878906
2022-06-15,10000.0,357.0184326171875
2022-06-16,10000.0,345.2025451660156
2022-06-17,10000.0,345.9466552734375
2022-06-21,10000.0,354.65545654296875
2022-06-22,10000.0,354.01251220703125
2022-06-23,10000.0,357.482666015625
2022-06-24,10000.0,368.84844970703125
2022-06-27,10000.0,367.43951416015625
2022-06-28,10000.0,359.9316711425781
2022-06-29,10000.0,359.63861083984375
2022-06-30,10000.0,356.7167053222656
2022-07-01,10000.0,360.4895324707031
2022-07-05,10000.0,361.17041015625
2022-07-06,10000.0,362.39019775390625
2022-07-07,10000.0,367.8177795410156
2022-07-08,10000.0,367.5152587890625
2022-07-11,10000.0,363.3168029785156
2022-07-12,10000.0,360.1018981933594
2022-07-13,10000.0,358.21075439453125
2022-07-14,10000.0,357.3408508300781
2022-07-15,10000.0,364.1678771972656
2022-07-18,10000.0,361.16094970703125
2022-07-19,10000.0,370.9192199707031
2022-07-20,10000.0,373.28314208984375
2022-07-21,10000.0,377.08441162109375
