cash_change,cost_basis,date,price,realized_pnl,shares,ticker,type
-326.7058439438459,,2000-01-03,54.72114696578979,,5.970376391198337,QCOM,buy
-326.7058439438459,,2000-01-03,0.8375880596756935,,390.05551735102745,AAPL,buy
-326.7058439438459,,2000-01-03,23.464062356376648,,13.923669268423145,ORCL,buy
-326.7058439438459,,2000-01-03,31.018264369201656,,10.532692611525851,TXN,buy
-326.7058439438459,,2000-01-03,34.66721730117798,,9.424057348056735,CSCO,buy
-326.7058439438459,,2000-01-03,42.035084060287474,,7.772218166027181,AMGN,buy
-326.7058439438459,,2000-01-03,204.82035220184324,,1.5950848655014946,C,buy
-326.7058439438459,,2000-01-03,32.084981923675535,,10.182516066894504,AXP,buy
-326.70584394384593,,2000-01-03,4.471878125,,73.05785954169892,AMZN,buy
-326.7058439438459,,2000-01-03,14.130620637416838,,23.120417165453652,WMT,buy
-326.7058439438458,,2000-01-03,29.426313304328914,,11.102506813036074,HON,buy
-326.7058439438459,,2000-01-03,37.13884063644409,,8.796877833155936,HD,buy
-326.7058439438459,,2000-01-03,129.36727292022704,,2.525413395282017,GE,buy
-326.7058439438459,,2000-01-03,35.401774252700804,,9.228516108028723,MSFT,buy
-326.7058439438459,,2000-01-03,29.61958089752197,,11.030063020614135,COST,buy
-326.7058439438459,,2000-01-03,19.088154760360716,,17.115632602806496,MMM,buy
-326.7058439438459,,2000-01-03,16.350550614738463,,19.981335897602843,SLB,buy
-326.7058439438459,,2000-01-03,24.72793740158081,,13.212013547193799,INTC,buy
-326.7058439438459,,2000-01-03,14.841555718517302,,22.01291091985904,VZ,buy
-326.7058439438459,,2000-01-03,26.454307521438597,,12.349816515857887,PG,buy
-326.7058439438459,,2000-01-03,25.958448654365537,,12.585722987298103,BA,buy
-326.7058439438459,,2000-01-03,23.051597700881956,,14.172806943066949,JNJ,buy
-326.7058439438459,,2000-01-03,5.112565054035186,,63.902530430588314,UNH,buy
-326.7058439438459,,2000-01-03,9.499229991817474,,34.392876498965336,WFC,buy
-326.70584394384593,,2000-01-03,20.65129806098938,,15.82011179050281,MCD,buy
-326.7058439438459,,2000-01-03,56.30678601341247,,5.802246355635064,IBM,buy
-326.7058439438459,,2000-01-03,16.928015256690976,,19.29971346255208,XOM,buy
-326.7058439438459,,2000-01-03,7.406870712089538,,44.108484762748006,COP,buy
-326.7058439438459,,2000-01-03,15.454826313781737,,21.13940573065568,CVX,buy
-326.7058439438459,,2000-01-03,22.70750209827423,,14.38757299371451,JPM,buy
-96.27064394230568,,2000-04-03,42.952958636474605,,2.2413041382568464,QCOM,buy
72.41881258505495,23.464062356376648,2000-04-03,30.497803529548644,16.70202850176424,2.3745583026951422,ORCL,sell
126.03554997149364,31.018264369201656,2000-04-03,45.40700889930725,39.938621243973785,2.7756849223648485,TXN,sell
36.32513554121771,0.8375880596756935,2000-04-03,0.9961342307209968,5.781561334955075,36.46610508999953,AAPL,sell
88.18501773086572,34.66721730117798,2000-04-03,46.73226389007568,22.767061956773986,1.8870264436213882,CSCO,sell
137.7664537695577,24.72793740158081,2000-04-03,37.086623412323,45.90906877722536,3.714720864121084,INTC,sell
-44.502956897869026,,2000-04-03,39.65573413352966,,1.1222325817501622,AMGN,buy
